PROJECT LINE COUNT REPORT
Generated: 2025-07-02 14:32:38
Project Path: dewetra2-frontend/
Total Files Analyzed: 414

SUMMARY BY LANGUAGE:
CSS: 34 files | 61672 lines
HTML: 113 files | 22653 lines
JSON: 6 files | 42079 lines
Markdown: 2 files | 41 lines
JavaScript: 259 files | 121198 lines

DETAILED FILE LIST:
Path | Total | Code | Blank | Comments | Language
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_hybrid.js | 1109 | 727 | 286 | 96 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_movie.js | 1212 | 775 | 326 | 111 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_realtime.js | 121 | 84 | 31 | 6 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_seawetra_hybrid.js | 273 | 177 | 90 | 6 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_wms_eaHazardsWatch_TimeParameters.js | 207 | 102 | 54 | 51 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_wmst_GlobalDroughtObservatory.js | 429 | 246 | 118 | 65 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_wmst_eaHazardsWatch.js | 392 | 210 | 113 | 69 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/dynamic_wmst_efas.js | 350 | 236 | 109 | 5 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/fews_po.js | 349 | 189 | 91 | 69 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/fire_index.js | 1403 | 1000 | 280 | 123 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/flood_cat.js | 608 | 329 | 105 | 174 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/flood_proofs_probabilistic.js | 243 | 138 | 62 | 43 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/floodis.js | 394 | 288 | 87 | 19 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/gdacs.js | 322 | 232 | 84 | 6 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/geocradle_soil_analysis.js | 925 | 801 | 120 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/hydrometer.js | 1435 | 963 | 254 | 218 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/hygrometer.js | 1369 | 983 | 267 | 119 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_fwi_index.js | 477 | 295 | 137 | 45 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_gpx_picture.js | 395 | 289 | 84 | 22 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_gpx_track.js | 385 | 259 | 110 | 16 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_pano_phenocam.js | 362 | 245 | 82 | 35 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_phenocam.js | 360 | 245 | 82 | 33 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/medstar_wmst_haines_index.js | 344 | 206 | 105 | 33 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/nivometer.js | 1311 | 932 | 267 | 112 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/phenological_analysis.js | 631 | 477 | 125 | 29 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/propagator.js | 414 | 348 | 61 | 5 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/rainfall_field.js | 362 | 263 | 70 | 29 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/raingauge.js | 1517 | 1078 | 334 | 105 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/rasor_damage.js | 876 | 596 | 188 | 92 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/risico_live.js | 750 | 617 | 106 | 27 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/sadc.js | 278 | 172 | 94 | 12 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/section_gauge_observation.js | 502 | 301 | 163 | 38 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/section_probabilistic.js | 234 | 144 | 80 | 10 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/section_probabilistic_lami.js | 649 | 434 | 189 | 26 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/sensor.js | 756 | 549 | 174 | 33 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/sensor_generic.js | 166 | 103 | 60 | 3 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/sensor_native.js | 246 | 162 | 78 | 6 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/serie_ais_boe_forecast.js | 291 | 197 | 71 | 23 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/serie_generic.js | 229 | 140 | 64 | 25 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/sfloc.js | 260 | 145 | 83 | 32 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/spi_spei_stations.js | 440 | 315 | 115 | 10 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static.js | 325 | 205 | 112 | 8 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static_custom_GeoJson.js | 91 | 72 | 17 | 2 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static_event.js | 282 | 208 | 70 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static_gfm_wmst.js | 182 | 116 | 54 | 12 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static_multilayer.js | 254 | 184 | 58 | 12 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/static_properties.js | 559 | 371 | 143 | 45 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/status_radar.js | 423 | 285 | 98 | 40 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/thermometer.js | 1357 | 955 | 266 | 136 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/tool_scenari.js | 2441 | 1384 | 727 | 330 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/tool_scenari_world.js | 1140 | 657 | 362 | 121 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/warnings_hydro.js | 1785 | 1290 | 315 | 180 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/warnings_hydro_2.js | 1950 | 1380 | 376 | 194 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/warnings_pluvio.js | 2068 | 1464 | 423 | 181 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/warnings_thermo.js | 1657 | 1242 | 299 | 116 | JavaScript
dewetra2-frontend/portal-dewetra2/js/layer_managers/wind.js | 1510 | 1024 | 299 | 187 | JavaScript
dewetra2-frontend/portal-dewetra2/js/lib/geotiff.js | 5023 | 3876 | 539 | 608 | JavaScript
dewetra2-frontend/portal-dewetra2/js/lib/geotiff0.3.6.js | 5023 | 3876 | 539 | 608 | JavaScript
dewetra2-frontend/portal-dewetra2/js/lib/leaflet/singleTile.WMS.js | 129 | 89 | 27 | 13 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/ApiService.js | 417 | 300 | 81 | 36 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/AudioService.js | 80 | 55 | 21 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/DamService.js | 66 | 45 | 17 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/DialogService.js | 152 | 80 | 35 | 37 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/FloodCatService.js | 189 | 100 | 31 | 58 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/LayerService.js | 830 | 736 | 48 | 46 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/MapService.js | 1414 | 979 | 322 | 113 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/MenuService.js | 700 | 458 | 106 | 136 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/PrintService.js | 239 | 186 | 44 | 9 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/RasorService.js | 54 | 36 | 13 | 5 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/ReportService.js | 106 | 72 | 18 | 16 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/SentinelService.js | 238 | 139 | 41 | 58 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/SerieService.js | 180 | 131 | 43 | 6 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/TagService.js | 130 | 99 | 21 | 10 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/ThresholdService.js | 96 | 63 | 29 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/services/ToolsService.js | 50 | 27 | 19 | 4 | JavaScript
dewetra2-frontend/portal-dewetra2/js/tools.js | 3481 | 2677 | 578 | 226 | JavaScript
dewetra2-frontend/portal-dewetra2/package-lock.json | 20123 | 20123 | 0 | 0 | JSON
dewetra2-frontend/portal-dewetra2/package.json | 70 | 70 | 0 | 0 | JSON
dewetra2-frontend/portal-dewetra2/views/add_external_layer.html | 118 | 78 | 26 | 14 | HTML
dewetra2-frontend/portal-dewetra2/views/autpor_chart_form.html | 69 | 55 | 13 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/bulletin_hydro_click_detail.html | 86 | 79 | 5 | 2 | HTML
dewetra2-frontend/portal-dewetra2/views/event_chooser.html | 109 | 90 | 12 | 7 | HTML
dewetra2-frontend/portal-dewetra2/views/flood_wave_chart.html | 62 | 52 | 7 | 3 | HTML
dewetra2-frontend/portal-dewetra2/views/floodis_click_detail.html | 104 | 85 | 9 | 10 | HTML
dewetra2-frontend/portal-dewetra2/views/geocradle_soil_analysis_chart_form.html | 100 | 82 | 17 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/hydrogram_chart_form.html | 148 | 99 | 33 | 16 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_chooser.html | 132 | 81 | 36 | 15 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_chooser_erra.html | 172 | 104 | 48 | 20 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_chooser_new.html | 165 | 84 | 49 | 32 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_chooser_repo.html | 156 | 93 | 23 | 40 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_list.html | 272 | 250 | 13 | 9 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties.html | 107 | 86 | 18 | 3 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_bulletin_fire.html | 84 | 64 | 16 | 4 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_bulletin_hydro.html | 86 | 66 | 18 | 2 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_desinventar.html | 81 | 65 | 15 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_floodis.html | 125 | 100 | 23 | 2 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_geocradle_soil_analysis.html | 105 | 75 | 28 | 2 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_impact_reports.html | 95 | 75 | 17 | 3 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_propagator.html | 82 | 74 | 7 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_rasor_damage.html | 64 | 43 | 19 | 2 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_snow_roads.html | 123 | 78 | 23 | 22 | HTML
dewetra2-frontend/portal-dewetra2/views/layer_properties_warning_pluvio.html | 91 | 71 | 17 | 3 | HTML
dewetra2-frontend/portal-dewetra2/views/magic_search.html | 54 | 31 | 18 | 5 | HTML
dewetra2-frontend/portal-dewetra2/views/map_print.html | 75 | 41 | 21 | 13 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools.html | 227 | 193 | 27 | 7 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_bolivia.html | 132 | 101 | 19 | 12 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_erra.html | 125 | 93 | 26 | 6 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_seawetra.html | 198 | 160 | 34 | 4 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_test.html | 238 | 162 | 24 | 52 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_world.html | 122 | 102 | 16 | 4 | HTML
dewetra2-frontend/portal-dewetra2/views/map_tools_world_test.html | 153 | 117 | 21 | 15 | HTML
dewetra2-frontend/portal-dewetra2/views/phenol_chart_form.html | 81 | 65 | 15 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/reportView.html | 184 | 142 | 29 | 13 | HTML
dewetra2-frontend/portal-dewetra2/views/risico_live_chart_form.html | 121 | 107 | 13 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/scenari.html | 138 | 92 | 37 | 9 | HTML
dewetra2-frontend/portal-dewetra2/views/scenari_docked.html | 152 | 117 | 34 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/scenari_docked_erra.html | 322 | 218 | 88 | 16 | HTML
dewetra2-frontend/portal-dewetra2/views/scenari_docked_world.html | 345 | 225 | 76 | 44 | HTML
dewetra2-frontend/portal-dewetra2/views/sensor_chart_form.html | 193 | 123 | 53 | 17 | HTML
dewetra2-frontend/portal-dewetra2/views/sensor_chart_form_bolivia.html | 193 | 123 | 53 | 17 | HTML
dewetra2-frontend/portal-dewetra2/views/threshold_info_pluvio.html | 74 | 68 | 5 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/time_bar.html | 57 | 43 | 13 | 1 | HTML
dewetra2-frontend/portal-dewetra2/views/warning_aggregation_click_detail.html | 112 | 88 | 5 | 19 | HTML
dewetra2-frontend/portal-dewetra2/views/warnings_info.html | 1210 | 967 | 143 | 100 | HTML

STATISTICS:
Total Lines: 247643
Code Lines: 203811 (82.3% )
Blank Lines: 27859 (11.2% )
Comment Lines: 15973 (6.5% )

Largest Files:
dewetra2-frontend/portal-dewetra2/css/seawetraless_mydewetra.css - 22446 lines
dewetra2-frontend/portal-dewetra2/css/dewetraless_mydewetra.css - 22431 lines
dewetra2-frontend/portal-dewetra2/package-lock.json - 20123 lines
dewetra2-frontend/portal-dewetra2/fonts/dewetra/DEWETRA - COMPLEX.json - 15301 lines
dewetra2-frontend/portal-dewetra2/js/lib/geotiff.js - 5023 lines
Average Lines per File: 598
